S.N.,Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close Price
1,2021-09-12,2,7000.00,1309000.00,187.00,187.00,187.00
2,2021-07-06,1,3000.00,561000.00,187.00,187.00,187.00
3,2021-07-04,1,3000.00,300000.00,100.00,100.00,100.00
4,2021-03-29,1,12000.00,1200000.00,100.00,100.00,100.00
5,2021-03-25,6,50000.00,5000000.00,100.00,100.00,100.00
6,2021-03-24,3,10000.00,1000000.00,100.00,100.00,100.00
7,2021-03-23,13,56000.00,5600000.00,100.00,100.00,100.00
8,2020-09-27,1,3000.00,300000.00,100.00,100.00,100.00
9,2020-09-16,9,25000.00,2500000.00,100.00,100.00,100.00
10,2020-09-13,10,32000.00,3200000.00,100.00,100.00,100.00
11,2020-07-06,2,19000.00,1900000.00,100.00,100.00,100.00
12,2019-12-11,1,35000.00,3500000.00,100.00,100.00,100.00
13,2019-12-03,2,36710.00,3671000.00,100.00,100.00,100.00
14,2019-11-21,6,23750.00,2375000.00,100.00,100.00,100.00
