S.N.,Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close Price
1,2021-12-29,253,26209.00,15414521.80,594.00,576.10,585.30
2,2021-12-28,433,60864.00,35281953.40,595.00,560.00,585.00
3,2021-12-27,600,75043.00,43743705.70,608.00,569.00,570.00
4,2021-12-26,532,67201.00,40266834.10,610.00,589.00,590.00
5,2021-12-23,469,62716.00,38208517.60,624.20,589.00,599.80
6,2021-12-22,660,107062.00,64957621.80,620.00,590.00,612.00
7,2021-12-21,563,89390.00,51776012.50,599.00,560.60,590.00
8,2021-12-20,355,33434.00,19299284.00,599.00,566.00,572.00
9,2021-12-16,602,80572.00,48408483.80,620.00,588.00,588.00
10,2021-12-15,1372,165033.00,102659679.10,637.00,588.00,618.00
11,2021-12-14,585,89460.00,50663408.50,579.70,537.50,579.70
12,2021-12-13,749,102587.00,55531087.80,576.30,525.50,527.00
13,2021-12-12,611,71638.00,42872754.50,626.00,579.00,580.00
14,2021-12-09,687,64734.00,40855878.10,652.00,610.00,627.00
15,2021-12-08,823,84765.00,58871046.10,716.00,680.00,703.80
16,2021-12-07,1240,151495.00,110120936.60,800.00,700.00,712.00
17,2021-12-06,789,110785.00,81839870.40,780.00,686.00,771.00
18,2021-12-05,932,120943.00,93149817.20,814.00,745.00,748.10
19,2021-12-02,557,69193.00,55968683.70,843.00,800.00,816.00
20,2021-12-01,422,61193.00,51280415.50,872.20,825.00,840.00
21,2021-11-30,910,194972.00,160276552.40,922.60,809.00,890.00
22,2021-11-29,910,148044.00,124947418.10,913.40,838.80,838.80
23,2021-11-28,742,119938.00,99174622.30,933.90,800.70,932.00
24,2021-11-25,330,48998.00,41223427.50,865.00,820.00,849.00
25,2021-11-24,940,224881.00,186754333.60,864.90,794.00,849.00
26,2021-11-23,799,105823.00,88422072.30,870.00,815.00,819.20
27,2021-11-22,285,40091.00,34971153.90,936.10,853.00,870.00
28,2021-11-21,330,71030.00,62197881.90,891.00,865.00,865.00
29,2021-11-18,724,152420.00,135849827.50,973.30,864.40,900.00
30,2021-11-17,761,203706.00,181771111.20,910.80,875.00,899.90
31,2021-11-16,667,127434.00,112722282.50,922.70,870.00,893.00
32,2021-11-15,812,146918.00,130205040.30,897.00,862.00,881.00
33,2021-11-14,1022,282027.00,242872690.60,947.20,812.10,862.00
34,2021-11-11,1968,335961.00,292265064.10,937.60,861.10,861.10
35,2021-11-09,1090,134685.00,129717732.20,1041.80,956.70,956.70
36,2021-11-08,1263,241944.00,224081521.20,1063.00,890.00,1063.00
37,2021-11-03,616,141668.00,124937617.60,966.40,865.10,966.40
38,2021-11-02,721,170399.00,147335576.20,953.70,838.00,878.60
39,2021-11-01,941,197651.00,166729102.10,911.40,824.00,872.10
40,2021-10-31,998,159987.00,130911164.70,850.00,775.00,844.00
41,2021-10-28,562,61163.00,48359594.40,805.00,765.00,790.00
42,2021-10-27,1367,261755.00,209296907.50,823.20,771.00,800.00
43,2021-10-26,934,121795.00,96697322.70,814.00,764.00,814.00
44,2021-10-25,980,124624.00,92659138.50,763.00,700.00,763.00
45,2021-10-24,944,238437.00,159186605.50,709.00,645.00,709.00
46,2021-10-21,455,69157.00,44543146.90,675.30,621.00,675.30
47,2021-10-20,441,85525.00,54638056.50,652.00,612.00,648.00
48,2021-10-19,567,73116.00,44158322.60,633.00,588.00,600.00
