S.N.,Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close Price
1,2020-07-29,1,105018.00,12182088.00,116.00,116.00,116.00
2,2020-07-28,1,105118.00,12193688.00,116.00,116.00,116.00
3,2020-07-27,1,105118.00,12193688.00,116.00,116.00,116.00
4,2019-12-11,3,561428.00,64161648.00,116.00,114.00,114.00
5,2019-10-01,2,561000.00,70125000.00,118.00,118.00,118.00
6,2019-09-03,2,485000.00,57230000.00,118.00,118.00,118.00
7,2019-03-26,2,131929.00,15831480.00,120.00,120.00,120.00
8,2017-03-29,14,1046867.00,380609807.00,400.00,360.00,360.00
9,2015-11-03,1,67121.00,6712100.00,0.00,0.00,0.00
10,2014-05-22,4,694331.00,180526060.00,0.00,0.00,260.00
11,2010-05-13,3,1200.00,264000.00,220.00,220.00,220.00
