S.N.,Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close Price
1,2021-12-29,13,27800.00,300151.00,10.93,10.51,10.93
2,2021-12-28,7,32000.00,348766.00,10.92,10.62,10.72
3,2021-12-27,22,88400.00,936342.00,11.00,10.50,10.80
4,2021-12-26,10,44000.00,482622.00,11.10,10.90,10.90
5,2021-12-23,18,41530.00,464372.70,11.35,10.80,11.25
6,2021-12-22,14,38700.00,408059.00,11.02,10.40,11.02
7,2021-12-21,17,74108.00,771245.83,10.51,10.32,10.51
8,2021-12-20,17,44200.00,469597.00,11.01,10.50,10.50
9,2021-12-16,9,18700.00,199620.00,10.80,10.62,10.80
10,2021-12-15,15,26560.00,287978.00,11.00,10.80,10.80
11,2021-12-14,1,1000.00,10800.00,10.80,10.80,10.80
12,2021-12-13,23,85650.00,903767.00,10.95,10.40,10.60
13,2021-12-12,10,22600.00,243475.00,10.90,10.74,10.74
14,2021-12-09,4,2800.00,30231.00,10.80,10.78,10.80
15,2021-12-08,10,16300.00,179121.00,11.02,10.85,10.95
16,2021-12-07,5,2600.00,28142.00,10.84,10.81,10.84
17,2021-12-06,8,13100.00,140986.60,10.79,10.60,10.60
18,2021-12-05,17,149722.00,1593427.39,10.88,10.62,10.79
19,2021-12-02,16,52800.00,576424.00,11.00,10.88,10.88
20,2021-12-01,1,100.00,1090.00,10.90,10.90,10.90
21,2021-11-30,17,43278.00,470898.00,11.00,10.80,10.80
22,2021-11-29,11,24550.00,268794.50,11.10,10.80,10.94
23,2021-11-28,19,78650.00,864610.50,11.16,10.95,10.97
24,2021-11-25,13,27910.00,312088.00,11.40,11.15,11.16
25,2021-11-24,8,41534.00,463209.10,11.20,11.15,11.20
26,2021-11-23,3,5210.00,58269.80,11.40,11.18,11.18
27,2021-11-22,8,19247.00,217037.70,11.32,11.21,11.32
28,2021-11-21,9,5000.00,56432.00,11.31,11.16,11.20
29,2021-11-18,17,34929.00,386789.30,11.39,11.00,11.09
30,2021-11-17,12,29500.00,332306.00,11.50,11.19,11.19
31,2021-11-16,10,25030.00,282796.60,11.37,11.12,11.34
32,2021-11-15,11,28700.00,321130.50,11.40,11.12,11.30
33,2021-11-14,10,14950.00,168885.50,11.35,11.11,11.20
34,2021-11-11,16,18575.00,206765.25,11.28,11.06,11.13
35,2021-11-09,17,36500.00,412791.00,11.41,11.23,11.23
36,2021-11-08,8,18350.00,211715.00,11.60,11.40,11.50
37,2021-11-03,10,23420.00,268000.00,11.59,11.39,11.50
38,2021-11-02,6,13700.00,153466.00,11.38,11.07,11.38
39,2021-11-01,19,70649.00,808573.76,11.80,11.21,11.21
40,2021-10-31,19,63979.00,731575.73,11.55,11.34,11.37
41,2021-10-28,19,59505.00,661255.00,11.20,10.78,11.12
42,2021-10-27,16,36600.00,406510.00,11.14,11.00,11.00
43,2021-10-26,4,23000.00,254600.00,11.10,11.02,11.10
44,2021-10-25,12,49500.00,543538.00,11.09,10.70,11.00
45,2021-10-24,6,6414.00,69260.06,10.90,10.70,10.90
46,2021-10-21,6,12938.00,139061.10,10.93,10.70,10.72
47,2021-10-20,26,90622.00,952713.81,10.71,10.41,10.60
48,2021-10-19,6,3100.00,33327.50,10.96,10.70,10.70
49,2021-10-18,9,46600.00,494823.00,10.75,10.60,10.75
50,2021-10-17,20,143023.00,1534257.75,10.81,10.60,10.81
51,2021-10-11,26,182779.00,1964849.12,11.00,10.70,10.72
52,2021-10-10,14,42869.00,460999.75,10.83,10.70,10.79
53,2021-10-06,19,108220.00,1156087.00,10.85,10.60,10.70
54,2021-10-05,34,83600.00,865325.00,10.50,10.27,10.50
55,2021-10-04,28,80036.00,835020.02,10.78,10.21,10.21
56,2021-10-03,41,170205.00,1815108.70,10.95,10.37,10.37
57,2021-09-30,20,81000.00,876518.50,10.99,10.74,10.74
58,2021-09-29,18,66013.00,706852.05,10.95,10.46,10.95
59,2021-09-28,30,85700.00,909768.24,10.92,10.50,10.65
60,2021-09-27,28,84270.00,906330.50,11.27,10.70,10.70
61,2021-09-26,30,88575.00,953953.10,11.05,10.66,11.05
62,2021-09-23,46,212323.00,2319594.86,11.23,10.80,10.80
63,2021-09-22,21,165900.00,1853259.00,11.40,10.77,11.07
64,2021-09-21,38,219915.00,2335447.00,11.00,10.27,10.56
65,2021-09-20,66,231647.00,2491774.35,11.40,10.55,10.60
66,2021-09-16,28,77263.00,861931.34,11.40,11.00,11.18
67,2021-09-15,24,82710.00,953747.00,11.85,11.39,11.39
68,2021-09-14,56,355120.00,4092610.20,11.78,11.38,11.40
69,2021-09-13,46,261750.00,3089755.00,11.94,11.71,11.72
70,2021-09-12,35,95916.00,1139523.28,11.93,11.61,11.93
71,2021-09-09,35,87000.00,1024949.50,12.00,11.60,11.80
72,2021-09-08,46,90512.00,1063263.00,12.20,11.67,11.99
73,2021-09-07,46,171720.00,2075849.50,12.35,11.99,12.11
74,2021-09-06,80,210285.00,2478362.15,12.11,10.88,12.11
75,2021-09-05,139,844885.00,9432191.54,12.54,10.98,11.01
76,2021-09-02,89,433162.00,5001247.18,12.29,11.12,11.40
77,2021-09-01,182,389449.00,4675910.03,13.00,11.82,11.82
78,2021-08-31,284,936000.00,16848838.20,18.30,17.45,18.13
79,2021-08-29,206,782776.00,14252659.05,18.60,17.92,18.18
80,2021-08-26,76,282375.00,5152110.35,18.49,18.04,18.24
81,2021-08-25,95,259567.00,4724690.50,18.50,17.82,18.20
82,2021-08-24,162,567252.00,10195060.20,18.19,17.80,18.09
83,2021-08-19,61,156788.00,2820685.84,18.30,17.81,17.91
84,2021-08-18,120,741896.00,13327891.91,18.64,17.86,17.95
85,2021-08-17,132,592196.00,10832904.92,18.55,18.18,18.28
86,2021-08-16,264,2201445.00,40467705.06,19.38,18.00,18.39
87,2021-08-15,73,1168404.00,21877521.55,19.22,18.50,19.00
88,2021-08-12,87,819610.00,14773715.20,18.70,17.64,18.60
89,2021-08-11,34,160465.00,2871153.75,18.30,17.60,17.80
90,2021-08-10,37,159276.00,2844934.38,18.10,17.84,17.95
91,2021-08-09,33,84321.00,1508221.02,18.34,17.84,17.90
92,2021-08-08,34,40789.00,736712.75,18.47,17.90,18.00
93,2021-08-05,40,85930.00,1556838.30,18.56,17.95,18.11
94,2021-08-04,66,278239.00,5040115.04,18.42,18.07,18.20
95,2021-08-03,48,132085.00,2396789.89,18.57,18.00,18.06
96,2021-08-02,62,222660.00,4063171.67,18.80,17.91,18.21
97,2021-08-01,97,656822.00,12290819.06,19.24,18.60,18.70
98,2021-07-29,31,35020.00,653589.00,19.07,18.50,18.50
99,2021-07-28,40,88080.00,1639997.50,19.00,18.45,18.81
100,2021-07-27,57,249553.00,4696791.02,19.00,18.60,18.70
101,2021-07-26,108,317450.00,6001572.44,20.00,18.23,18.93
102,2021-07-25,266,2502261.00,48795259.46,19.75,18.19,19.72
103,2021-07-22,598,2465926.00,46765920.27,19.27,18.40,19.20
104,2021-07-20,293,1448637.00,26203197.13,18.50,17.42,18.10
105,2021-07-19,87,1433265.00,23932738.00,17.18,15.99,17.08
106,2021-07-18,62,180032.00,2958690.75,16.88,16.15,16.88
107,2021-07-15,127,4876478.00,75128988.95,16.26,15.10,16.00
108,2021-07-14,51,1339410.00,21304835.20,16.21,15.89,15.95
109,2021-07-13,10,42978.00,685670.20,16.00,15.80,15.90
110,2021-07-12,74,845930.00,13420748.18,16.15,15.82,15.90
111,2021-07-11,86,797110.00,12620743.49,16.27,15.57,15.88
112,2021-07-08,33,239900.00,3649520.00,15.55,15.15,15.50
113,2021-07-07,31,368400.00,5662045.00,15.60,15.25,15.25
114,2021-07-06,38,920950.00,14550704.50,15.98,15.40,15.50
115,2021-07-05,29,685200.00,10616394.00,15.77,15.40,15.67
116,2021-07-04,26,46220.00,722093.00,15.84,15.31,15.70
117,2021-07-01,18,596400.00,9297255.50,15.60,15.40,15.60
118,2021-06-30,10,23100.00,354072.00,15.40,15.20,15.30
119,2021-06-29,6,106000.00,1638710.00,15.50,15.40,15.45
120,2021-06-28,29,89550.00,1380891.00,15.69,15.21,15.64
121,2021-06-27,15,44700.00,688586.50,15.72,14.87,15.50
122,2021-06-24,20,39100.00,592704.05,15.42,14.83,15.13
123,2021-06-23,46,1316515.00,20201200.50,15.80,15.10,15.10
124,2021-06-22,23,281550.00,4327649.97,15.60,14.90,15.60
125,2021-06-21,41,459063.00,6978245.75,15.45,15.00,15.20
126,2021-06-20,52,257425.00,3986010.11,15.69,15.28,15.47
127,2021-06-17,41,290420.00,4649192.50,16.97,15.59,15.70
128,2021-06-16,25,53250.00,849513.00,16.04,15.80,15.88
129,2021-06-15,26,101699.00,1637431.93,16.42,15.94,16.07
130,2021-06-14,29,272900.00,4435404.80,16.50,16.00,16.10
131,2021-06-13,51,124399.00,2000949.57,16.25,15.99,16.25
132,2021-06-10,28,135900.00,2201877.50,16.71,16.03,16.35
133,2021-06-09,44,257350.00,4217958.50,16.45,16.20,16.37
134,2021-06-08,63,795370.00,12774238.30,16.45,15.70,16.45
135,2021-06-07,49,381000.00,5917993.00,15.76,15.25,15.60
136,2021-06-06,34,241400.00,3657121.00,15.20,14.90,15.16
137,2021-06-03,24,264040.00,3960494.40,15.06,14.85,15.00
138,2021-06-02,34,323700.00,4810831.00,14.93,14.63,14.90
139,2021-06-01,50,317153.00,4714540.64,14.93,14.63,14.89
140,2021-05-31,71,441600.00,6606045.00,15.03,14.90,14.90
141,2021-05-30,60,268100.00,3979259.00,14.93,14.23,14.87
142,2021-05-27,42,459490.00,6486527.40,14.23,14.05,14.21
143,2021-05-25,49,400530.00,5663289.70,14.26,13.91,14.21
144,2021-05-24,36,162700.00,2281786.00,14.10,13.90,14.06
145,2021-05-23,26,152000.00,2107934.00,13.91,13.75,13.83
146,2021-05-20,11,5500.00,75990.00,13.90,13.67,13.83
147,2021-05-19,71,452518.00,6267302.62,13.90,13.70,13.77
148,2021-05-18,24,146150.00,1987965.50,13.75,13.51,13.70
149,2021-05-17,34,211000.00,2861436.00,13.62,13.47,13.62
150,2021-05-16,69,822458.00,11020147.20,13.58,13.35,13.49
151,2021-05-13,101,2087833.00,27513889.55,13.50,13.01,13.50
152,2021-05-12,49,293800.00,3888361.70,13.40,13.10,13.40
153,2021-05-11,44,315600.00,4154103.00,13.24,13.10,13.10
154,2021-05-10,43,513250.00,6688329.00,13.40,12.95,13.18
155,2021-05-09,14,88300.00,1158363.50,13.18,13.08,13.18
156,2021-05-06,12,58400.00,767982.00,13.20,13.10,13.13
157,2021-05-05,47,444752.00,5845576.12,13.40,13.06,13.30
158,2021-05-04,16,93850.00,1239405.20,13.30,13.01,13.30
159,2021-05-03,66,1195101.00,15624187.43,13.50,12.95,13.25
160,2021-05-02,106,874342.00,11463544.83,13.36,13.00,13.17
161,2021-04-29,21,68250.00,888124.10,13.36,12.98,13.36
162,2021-04-28,10,36990.00,484492.00,13.35,13.00,13.20
163,2021-04-27,13,42000.00,555622.00,13.59,12.66,13.20
164,2021-04-26,11,21300.00,275287.00,12.95,12.84,12.91
165,2021-04-25,20,33250.00,433284.00,13.40,13.00,13.10
166,2021-04-22,12,65433.00,863851.60,13.46,13.20,13.20
167,2021-04-21,6,7350.00,97145.00,13.30,13.20,13.20
168,2021-04-20,6,1720.00,22858.00,13.30,13.12,13.30
169,2021-04-19,30,177100.00,2362897.00,13.66,13.13,13.22
170,2021-04-18,22,50750.00,682668.00,13.74,12.97,13.21
171,2021-04-15,22,198499.00,2595221.06,13.14,12.96,13.04
172,2021-04-13,23,76799.00,990635.10,13.13,12.74,12.91
173,2021-04-12,11,30311.00,390816.90,13.05,12.75,12.90
174,2021-04-08,22,76300.00,983901.00,13.24,12.78,12.80
175,2021-04-07,34,267200.00,3429639.90,13.25,12.70,12.99
176,2021-04-06,26,167100.00,2140224.00,13.00,12.74,12.75
177,2021-04-05,16,54500.00,693842.00,13.00,12.66,13.00
178,2021-04-04,30,255700.00,3232622.50,13.08,12.59,12.75
179,2021-04-01,9,51999.00,667493.08,12.92,12.76,12.83
180,2021-03-31,10,102799.00,1337566.90,13.10,12.92,12.92
181,2021-03-30,9,27501.00,356131.21,13.21,12.71,12.85
182,2021-03-29,20,58002.00,750590.76,13.26,12.80,12.80
183,2021-03-25,4,1000.00,12945.00,13.00,12.81,13.00
184,2021-03-24,26,2023000.00,26102172.00,13.05,12.80,13.00
185,2021-03-23,14,23349.00,302062.70,13.19,12.60,13.19
186,2021-03-22,9,1599.00,20269.15,12.90,12.46,12.70
187,2021-03-21,25,247502.00,3141056.40,13.00,12.55,12.60
188,2021-03-18,18,1016250.00,12710181.50,13.05,12.50,12.80
189,2021-03-17,46,461521.00,5907563.89,13.00,12.70,12.75
190,2021-03-16,20,122800.00,1494646.40,12.77,12.04,12.77
191,2021-03-15,18,11500.00,142665.00,12.53,12.25,12.53
192,2021-03-14,9,7300.00,90463.00,12.63,12.26,12.49
193,2021-03-10,6,6500.00,83423.00,13.00,12.76,12.88
194,2021-03-09,13,9563.00,121085.49,13.25,12.50,13.25
195,2021-03-07,7,3450.00,43560.50,13.00,12.50,12.75
196,2021-03-04,28,2215200.00,26730986.00,12.76,12.03,12.50
197,2021-03-03,4,2700.00,33099.00,12.45,12.21,12.27
198,2021-03-02,13,66799.00,853779.34,12.93,12.42,12.45
199,2021-03-01,13,204100.00,2547002.00,13.18,12.40,13.18
200,2021-02-28,10,12410.00,160047.40,12.94,12.69,12.90
201,2021-02-25,26,52000.00,719480.00,14.70,12.94,12.94
202,2021-02-23,4,10600.00,144534.00,13.89,13.62,13.89
203,2021-02-22,65,451397.00,5948330.03,14.22,12.82,14.17
204,2021-02-21,44,105100.00,1378522.00,13.42,11.90,12.93
205,2021-02-18,13,7362.00,86934.00,12.20,11.75,12.20
206,2021-02-17,29,186513.00,2235164.09,12.40,11.80,11.80
207,2021-02-16,46,103213.00,1234033.47,12.36,11.60,12.36
208,2021-02-15,25,76224.00,860522.20,11.49,10.91,11.26
209,2021-02-14,3,10600.00,114580.00,10.81,10.80,10.80
210,2021-02-11,13,17000.00,186400.00,11.00,10.90,10.90
211,2021-02-10,5,6650.00,72581.00,11.00,10.63,11.00
212,2021-02-09,1,2000.00,21620.00,10.60,10.60,10.81
213,2021-02-08,9,16900.00,180858.00,11.00,10.60,10.60
214,2021-02-07,8,2600.00,27555.00,10.92,10.50,10.59
215,2021-02-04,40,3002600.00,31630177.00,10.92,10.50,10.92
216,2021-02-03,19,206800.00,2213535.00,10.72,10.59,10.61
217,2021-02-02,28,315611.00,3409403.01,10.91,10.66,10.91
218,2021-02-01,10,3400.00,36821.00,11.07,10.60,10.85
219,2021-01-31,8,51300.00,563040.00,10.98,10.63,10.65
220,2021-01-28,23,587850.00,6424838.00,11.02,10.66,10.77
221,2021-01-27,13,6900.00,76346.00,11.52,11.04,11.24
222,2021-01-26,3,40100.00,442514.00,11.20,10.98,10.98
223,2021-01-25,24,354650.00,3961414.00,11.36,10.80,11.36
224,2021-01-24,18,308750.00,3334740.50,11.19,10.61,10.80
225,2021-01-21,6,150900.00,1664882.00,11.05,10.98,10.98
226,2021-01-20,15,65200.00,734295.00,11.52,10.66,11.20
227,2021-01-19,23,124000.00,1333293.00,11.00,10.42,10.70
228,2021-01-18,18,267750.00,2938662.00,11.19,10.95,10.95
229,2021-01-17,41,213900.00,2339512.50,11.15,10.56,10.99
230,2021-01-13,24,124110.00,1307097.60,10.80,10.40,10.76
231,2021-01-12,27,400800.00,4123060.00,10.41,10.20,10.41
232,2021-01-11,13,113100.00,1165629.00,10.40,10.30,10.40
233,2021-01-10,12,181000.00,1860220.00,10.46,10.20,10.26
234,2021-01-07,6,4100.00,42166.00,10.31,10.21,10.26
235,2021-01-06,13,166100.00,1699199.00,10.49,10.21,10.21
236,2021-01-05,15,116700.00,1213029.00,10.41,10.11,10.41
237,2021-01-04,11,31960.00,327883.60,10.27,10.06,10.27
238,2021-01-03,16,151000.00,1566831.00,10.50,10.20,10.25
239,2020-12-31,11,32100.00,324923.00,10.30,9.90,10.30
240,2020-12-30,7,4850.00,48996.00,10.28,10.00,10.20
241,2020-12-29,1,1000.00,9890.00,9.89,9.89,9.89
242,2020-12-28,3,1220.00,12137.00,10.00,9.85,10.00
243,2020-12-27,6,3850.00,38510.00,10.01,10.00,10.00
244,2020-12-24,10,9460.00,94697.40,10.09,9.99,10.00
245,2020-12-23,2,550.00,5445.00,9.90,9.90,9.90
246,2020-12-22,5,1600.00,16184.00,10.39,10.05,10.05
247,2020-12-20,1,100.00,1060.00,10.60,10.60,10.60
248,2020-12-17,7,4100.00,41670.00,10.20,10.10,10.10
249,2020-12-16,7,1700.00,17240.00,10.25,10.10,10.10
250,2020-12-15,14,9200.00,93338.00,10.29,10.09,10.09
251,2020-12-14,9,110750.00,1147451.50,10.50,10.00,10.50
252,2020-12-13,6,2230.00,22443.50,10.10,9.95,10.10
253,2020-12-10,7,7920.00,78906.00,10.15,9.76,10.15
254,2020-12-09,6,3600.00,35645.00,9.98,9.79,9.95
255,2020-12-08,10,6000.00,60261.00,10.38,9.69,10.18
256,2020-12-07,12,11600.00,109755.00,9.88,9.39,9.88
257,2020-12-06,10,11700.00,113667.00,9.78,9.39,9.39
258,2020-12-03,8,3200.00,31900.00,10.00,9.91,9.95
259,2020-12-02,4,1500.00,15000.00,10.00,10.00,10.00
260,2020-12-01,10,532000.00,5373000.00,10.10,10.00,10.00
261,2020-11-30,9,23800.00,246490.00,10.40,10.10,10.20
262,2020-11-29,10,122300.00,1272980.00,10.60,10.35,10.40
263,2020-11-26,17,7280.00,77100.00,10.81,10.50,10.81
264,2020-11-25,6,3300.00,33928.00,10.50,10.18,10.50
265,2020-11-24,4,2400.00,24628.00,10.39,10.00,10.38
266,2020-11-23,23,132400.00,1329182.00,10.30,9.90,10.05
267,2020-11-22,9,38400.00,402958.00,10.60,10.14,10.30
268,2020-11-19,5,3300.00,35409.00,10.78,10.57,10.76
269,2020-11-18,9,112950.00,1187442.50,11.00,10.50,11.00
270,2020-11-12,3,900.00,9579.00,10.69,10.55,10.69
271,2020-11-11,17,149200.00,1508536.00,10.49,10.09,10.49
272,2020-11-10,4,2100.00,20900.00,10.00,9.90,9.90
273,2020-11-09,4,1200.00,12000.00,10.00,10.00,10.00
274,2020-11-08,4,800.00,7958.00,9.97,9.79,9.97
275,2020-11-05,2,1100.00,10560.00,9.60,9.60,9.60
276,2020-11-04,2,500.00,4741.00,9.49,9.45,9.49
277,2020-11-03,2,1100.00,10151.00,9.31,9.22,9.31
278,2020-11-02,2,1200.00,11448.00,9.57,9.39,9.39
279,2020-11-01,3,1200.00,11262.00,9.51,9.33,9.39
280,2020-10-29,4,3000.00,27630.00,9.30,9.15,9.15
281,2020-10-28,2,350.00,3283.00,9.38,9.38,9.38
282,2020-10-22,3,7050.00,66143.00,9.46,9.20,9.20
283,2020-10-20,3,1800.00,16524.00,9.28,9.10,9.28
284,2020-10-19,2,1100.00,10038.00,9.18,9.12,9.18
285,2020-10-18,4,2000.00,18600.00,9.30,9.30,9.30
286,2020-10-15,4,3000.00,27640.00,9.22,9.20,9.22
287,2020-10-14,2,200.00,1844.00,9.22,9.22,9.22
288,2020-10-13,3,700.00,6580.00,9.40,9.40,9.40
289,2020-10-11,8,4750.00,44802.50,9.53,9.32,9.53
290,2020-10-08,1,100.00,950.00,9.50,9.50,9.50
291,2020-10-07,2,1100.00,10659.00,9.69,9.69,9.69
292,2020-10-06,5,2100.00,19935.00,9.50,9.35,9.50
293,2020-10-05,3,600.00,5803.00,9.83,9.64,9.64
294,2020-10-04,1,1500.00,14535.00,9.69,9.69,9.69
295,2020-10-01,6,25700.00,245140.00,9.69,9.50,9.69
296,2020-09-30,4,1000.00,9397.00,9.64,9.19,9.64
297,2020-09-29,2,500.00,4558.00,9.14,9.10,9.10
298,2020-09-28,2,2700.00,24921.00,9.23,9.23,9.23
299,2020-09-27,1,100.00,940.00,9.40,9.40,9.40
300,2020-09-24,3,400.00,3776.00,9.57,9.39,9.40
301,2020-09-23,2,1300.00,12342.00,9.50,9.42,9.50
302,2020-09-22,8,3050.00,29681.00,9.75,9.56,9.58
303,2020-09-21,7,1900.00,18643.00,10.00,9.71,9.75
304,2020-09-20,1,100.00,990.00,9.90,9.90,9.90
305,2020-09-17,6,1400.00,13980.00,10.00,9.95,9.95
306,2020-09-15,2,200.00,1956.00,9.81,9.75,9.81
307,2020-09-14,4,600.00,5831.00,9.94,9.56,9.94
308,2020-09-13,5,3000.00,28792.00,9.75,9.36,9.75
309,2020-09-09,3,1100.00,10116.00,9.36,9.18,9.36
310,2020-09-08,2,500.00,4596.00,9.20,9.18,9.20
311,2020-09-07,2,500.00,4616.00,9.25,9.22,9.25
312,2020-09-06,2,1100.00,10142.00,9.22,9.22,9.22
313,2020-09-03,1,1000.00,9150.00,9.15,9.15,9.15
314,2020-09-02,1,500.00,4580.00,9.16,9.16,9.16
315,2020-08-31,4,480.00,4431.60,9.32,9.18,9.18
316,2020-08-27,2,800.00,7300.00,9.14,9.10,9.14
