S.N.,Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close Price
1,2019-09-18,1,3047.00,420486.00,138.00,138.00,138.00
2,2019-09-11,1,30000.00,4140000.00,138.00,138.00,138.00
3,2018-10-09,2,10000.00,1450000.00,145.00,145.00,145.00
4,2018-09-10,1,47700.00,6916500.00,145.00,145.00,145.00
5,2017-12-11,1,10000.00,2500000.00,250.00,250.00,250.00
6,2016-12-01,3,16800.00,6585600.00,392.00,392.00,392.00
7,2015-10-15,212,7040.00,704000.00,100.00,100.00,100.00
8,2014-12-18,1,5000.00,500000.00,100.00,100.00,100.00
9,2014-09-04,4,3330.00,333000.00,100.00,100.00,100.00
10,2014-08-20,1,5020.00,502000.00,100.00,100.00,100.00
11,2012-08-05,51,14710.00,1485710.00,101.00,101.00,101.00
