S.N.,Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close Price
1,2021-12-29,1,5000.00,3820000.00,764.00,764.00,764.00
2,2021-12-27,9,4500.00,3505500.00,779.00,779.00,779.00
3,2021-12-26,11,5215.00,4062485.00,779.00,779.00,779.00
4,2021-12-21,1,2000.00,1558000.00,779.00,779.00,779.00
5,2021-12-02,13,9000.00,7011000.00,779.00,779.00,779.00
6,2021-11-25,10,22000.00,17138000.00,779.00,779.00,779.00
7,2021-08-19,8,3995.00,3623465.00,907.00,907.00,907.00
8,2021-08-17,1,5000.00,4535000.00,907.00,907.00,907.00
9,2021-05-11,4,20500.00,13940000.00,680.00,680.00,680.00
10,2021-05-02,2,20000.00,13600000.00,680.00,680.00,680.00
11,2021-04-13,2,3000.00,2040000.00,680.00,680.00,680.00
12,2021-04-12,7,6400.00,4352000.00,680.00,680.00,680.00
13,2021-03-30,3,11500.00,7820000.00,680.00,680.00,680.00
14,2021-02-16,14,26000.00,17940000.00,690.00,690.00,690.00
15,2021-02-15,4,3600.00,2617200.00,727.00,727.00,727.00
16,2019-07-14,1,1000.00,380000.00,380.00,380.00,380.00
17,2019-07-07,2,6500.00,2470000.00,380.00,380.00,380.00
18,2019-05-07,1,1000.00,385000.00,385.00,385.00,385.00
19,2019-03-10,3,7000.00,2695000.00,385.00,380.00,385.00
20,2018-12-30,1,2400.00,1200000.00,500.00,500.00,500.00
21,2018-12-16,1,1000.00,500000.00,500.00,500.00,500.00
22,2018-10-11,17,18000.00,9000000.00,500.00,500.00,500.00
23,2018-06-28,3,5000.00,3075000.00,615.00,615.00,615.00
24,2018-06-10,1,1000.00,615000.00,615.00,615.00,615.00
25,2018-06-06,1,1000.00,615000.00,615.00,615.00,615.00
26,2018-06-04,2,2000.00,1230000.00,615.00,615.00,615.00
27,2017-06-14,3,7875.00,10710000.00,1360.00,1360.00,1360.00
28,2017-05-11,1,1000.00,1372000.00,1372.00,1372.00,1372.00
29,2017-03-30,3,7300.00,10220000.00,1400.00,1400.00,1400.00
30,2016-10-24,1,1000.00,1420000.00,1420.00,1420.00,1420.00
31,2016-10-04,2,3000.00,4260000.00,1420.00,1420.00,1420.00
