S.N.,Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close Price
1,2021-12-28,1,2000.00,418000.00,195.00,195.00,209.00
2,2021-12-07,1,5000.00,975000.00,195.00,195.00,195.00
3,2021-12-06,6,98325.00,19112600.00,195.00,188.00,195.00
4,2021-11-30,10,101325.00,21347840.00,188.00,188.00,188.00
5,2021-11-28,1,75606.00,14213928.00,188.00,188.00,188.00
6,2021-11-24,1,38540.00,7245520.00,188.00,188.00,188.00
7,2021-11-23,4,90000.00,16920000.00,188.00,188.00,188.00
8,2021-11-22,2,7840.00,1473920.00,188.00,188.00,188.00
9,2021-11-03,1,83322.00,15664536.00,188.00,188.00,188.00
10,2021-10-26,1,5000.00,940000.00,188.00,188.00,188.00
11,2021-10-20,1,1435.00,269780.00,188.00,188.00,188.00
12,2021-10-19,2,7220.00,1357360.00,188.00,188.00,188.00
13,2021-10-05,3,242016.00,45499008.00,188.00,188.00,188.00
14,2021-10-04,1,410000.00,77080000.00,188.00,188.00,188.00
15,2021-09-30,2,64477.00,12060146.70,187.10,187.00,187.10
16,2021-09-26,1,88500.00,16549500.00,187.00,187.00,187.00
17,2021-09-08,14,35915.00,6716105.00,187.00,187.00,187.00
18,2021-09-07,2,5000.00,935000.00,187.00,187.00,187.00
19,2021-08-16,5,10750.00,1963000.00,184.00,181.00,184.00
20,2021-07-12,2,12000.00,2136000.00,178.00,178.00,178.00
21,2021-07-08,2,150000.00,26400000.00,178.00,175.00,178.00
22,2021-07-07,4,250000.00,43000000.00,175.00,169.00,175.00
23,2021-07-04,1,100000.00,16900000.00,169.00,169.00,169.00
24,2021-07-01,2,363662.00,61949864.00,172.00,169.00,169.00
25,2021-06-30,1,49989.00,8448141.00,169.00,169.00,169.00
26,2021-05-11,1,125396.00,21191924.00,169.00,169.00,169.00
27,2021-04-07,1,86250.00,14576250.00,169.00,169.00,169.00
28,2021-02-15,1,230000.00,38870000.00,169.00,169.00,169.00
