S.N.,Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close Price
1,2021-11-18,8,8000.00,2497000.00,447.00,447.00,447.00
2,2021-10-25,4,4000.00,1230720.00,447.00,447.00,447.00
3,2021-10-03,1,77500.00,23258525.00,447.00,447.00,447.00
4,2021-09-27,2,1500.00,525000.00,447.00,447.00,447.00
5,2021-07-14,1,25300.00,11309100.00,447.00,447.00,447.00
6,2021-01-28,1,150000.00,44250000.00,275.00,275.00,275.00
7,2020-07-14,1,500.00,137500.00,275.00,275.00,275.00
8,2019-09-29,1,17110.00,2258520.00,132.00,132.00,132.00
9,2018-10-04,2,30000.00,7200000.00,240.00,240.00,240.00
10,2018-07-11,2,6678.00,2060892.00,314.00,308.00,308.00
11,2018-03-27,2,10000.00,3600000.00,360.00,360.00,360.00
12,2018-01-10,2,2300.00,828000.00,360.00,360.00,360.00
13,2018-01-09,3,34500.00,12429500.00,373.00,360.00,360.00
14,2018-01-08,3,17250.00,6564500.00,393.00,380.00,380.00
15,2018-01-07,3,17250.00,6929250.00,417.00,401.00,401.00
16,2018-01-04,1,11500.00,4887500.00,425.00,425.00,425.00
17,2017-09-04,4,12567.00,7540200.00,600.00,600.00,600.00
18,2016-12-06,6,83786.00,54460900.00,650.00,650.00,650.00
19,2016-11-17,1,200.00,130000.00,650.00,650.00,650.00
20,2016-02-17,1,16100.00,7454300.00,463.00,463.00,463.00
