S.N.,Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close Price
1,2021-12-29,6,153.00,168135.00,1115.00,1095.00,1115.00
2,2021-12-28,10,393.00,431990.00,1115.00,1093.00,1115.00
3,2021-12-27,29,1112.00,1258079.00,1160.00,1112.30,1120.00
4,2021-12-26,41,1985.00,2206890.00,1166.00,1070.00,1135.00
5,2021-12-23,59,4133.00,4486389.80,1116.00,1041.00,1085.00
6,2021-12-22,37,2952.00,3103065.60,1090.00,1030.20,1060.00
7,2021-12-21,29,1684.00,1723785.20,1039.00,1015.10,1029.90
8,2021-12-20,26,1585.00,1603816.70,1034.00,1009.70,1010.00
9,2021-12-16,20,640.00,658780.00,1072.00,1015.00,1055.00
10,2021-12-15,60,2153.00,2268870.00,1113.00,990.00,1073.00
11,2021-12-14,17,820.00,822886.00,1030.00,985.00,1029.90
12,2021-12-13,31,1668.00,1649246.30,1044.00,972.00,980.10
13,2021-12-12,66,3615.00,3798836.50,1104.20,1025.00,1025.00
14,2021-12-09,83,3490.00,4720184.80,1377.00,1340.00,1351.00
15,2021-12-08,21,734.00,1002856.50,1390.00,1350.00,1350.00
16,2021-12-07,30,977.00,1367491.80,1440.00,1384.00,1386.00
17,2021-12-06,37,1939.00,2644270.60,1386.00,1356.00,1385.00
18,2021-12-05,34,2016.00,2801667.00,1410.00,1382.00,1383.00
19,2021-12-02,36,1246.00,1751686.30,1443.00,1387.00,1389.10
20,2021-12-01,21,1085.00,1541868.80,1445.00,1411.40,1415.10
21,2021-11-30,37,1608.00,2288967.60,1450.00,1395.20,1439.00
22,2021-11-29,30,1096.00,1563430.40,1465.00,1410.10,1411.00
23,2021-11-28,86,3576.00,5126808.70,1494.90,1410.00,1410.00
24,2021-11-25,14,695.00,1012969.00,1510.00,1440.00,1441.10
25,2021-11-24,22,531.00,756719.00,1479.00,1400.00,1479.00
26,2021-11-23,16,658.00,943451.50,1456.00,1427.00,1449.00
27,2021-11-22,11,369.00,542747.90,1494.00,1455.00,1456.00
28,2021-11-21,20,590.00,867203.10,1505.00,1451.00,1465.00
29,2021-11-18,26,1660.00,2508054.00,1525.00,1496.00,1505.00
30,2021-11-17,18,728.00,1105884.40,1557.00,1500.00,1548.90
31,2021-11-16,30,2486.00,3777204.40,1560.00,1489.60,1528.00
32,2021-11-15,40,1677.00,2447248.10,1500.00,1431.00,1500.00
33,2021-11-14,25,1080.00,1589586.00,1494.00,1458.00,1460.00
34,2021-11-11,38,1474.00,2193179.00,1500.00,1480.00,1487.00
35,2021-11-09,44,2379.00,3630847.50,1571.00,1506.00,1508.00
36,2021-11-08,15,759.00,1205013.00,1601.00,1585.00,1600.00
37,2021-11-03,60,2863.00,4617190.70,1632.00,1585.00,1601.00
38,2021-11-02,270,17286.00,27530738.70,1613.00,1580.00,1600.00
39,2021-11-01,24,963.00,1513100.00,1629.00,1550.00,1550.00
40,2021-10-31,106,6924.00,11037368.70,1632.00,1510.00,1630.00
41,2021-10-28,47,2170.00,3241767.50,1509.00,1472.50,1503.00
42,2021-10-27,34,1541.00,2310354.40,1533.00,1465.00,1502.50
43,2021-10-26,20,1002.00,1509735.00,1527.00,1477.00,1504.00
44,2021-10-25,31,1098.00,1595326.00,1468.80,1440.00,1468.80
45,2021-10-24,19,510.00,721238.00,1436.00,1400.00,1436.00
46,2021-10-21,23,652.00,906440.70,1402.00,1375.00,1385.00
47,2021-10-20,24,674.00,957337.00,1444.00,1387.70,1430.00
48,2021-10-19,61,2428.00,3255059.00,1421.00,1310.00,1375.00
49,2021-10-18,42,1392.00,2021251.50,1530.00,1412.00,1450.00
50,2021-10-17,17,314.00,461258.00,1532.00,1441.00,1532.00
51,2021-10-11,16,592.00,875114.00,1498.00,1470.00,1480.00
52,2021-10-10,32,1737.00,2678127.00,1630.00,1500.00,1500.00
53,2021-10-06,94,3409.00,5314300.10,1582.60,1467.50,1569.80
54,2021-10-05,65,2977.00,4225379.20,1438.80,1308.00,1438.80
55,2021-10-04,17,672.00,889544.60,1329.00,1308.00,1308.00
56,2021-10-03,33,1504.00,1953071.00,1321.00,1282.00,1305.00
57,2021-09-30,14,633.00,839798.00,1341.00,1321.00,1321.00
58,2021-09-29,24,2043.00,2643262.00,1339.00,1270.00,1315.00
59,2021-09-28,58,2935.00,3876808.70,1378.90,1295.00,1295.00
60,2021-09-27,34,976.00,1334612.40,1390.10,1345.00,1353.00
61,2021-09-26,26,1011.00,1439464.00,1460.00,1412.00,1415.00
62,2021-09-23,32,2396.00,3469200.50,1460.00,1426.00,1460.00
63,2021-09-22,21,563.00,809972.00,1455.00,1426.00,1426.00
64,2021-09-21,48,1609.00,2234535.50,1435.00,1315.00,1410.20
65,2021-09-20,57,3423.00,4855651.30,1458.00,1403.00,1405.00
66,2021-09-16,45,2003.00,2931993.30,1482.00,1451.00,1451.00
67,2021-09-15,8,169.00,254051.40,1510.00,1500.10,1510.00
68,2021-09-14,18,727.00,1103251.00,1528.00,1510.00,1525.00
69,2021-09-13,21,802.00,1215905.00,1530.00,1510.00,1510.00
70,2021-09-12,37,1752.00,2664220.00,1530.00,1505.00,1510.00
71,2021-09-09,48,2215.00,3346980.20,1525.00,1491.00,1505.00
72,2021-09-08,59,2231.00,3337420.20,1516.00,1475.00,1501.00
73,2021-09-07,33,1957.00,2948014.20,1545.00,1490.00,1491.00
74,2021-09-06,29,1184.00,1774625.80,1525.00,1462.60,1525.00
75,2021-09-05,38,1345.00,1987763.30,1530.00,1450.00,1461.00
76,2021-09-02,36,2049.00,3133068.00,1548.00,1521.00,1530.00
77,2021-09-01,64,3443.00,5303082.10,1559.00,1526.00,1527.00
78,2021-08-31,64,2708.00,4196635.10,1570.00,1535.00,1543.00
79,2021-08-29,64,3697.00,5874098.00,1625.00,1580.00,1590.00
80,2021-08-26,48,2401.00,3892964.00,1647.00,1615.00,1624.80
81,2021-08-25,40,2505.00,4052173.00,1630.00,1603.30,1615.00
82,2021-08-24,36,1532.00,2516456.00,1675.00,1635.00,1636.00
83,2021-08-19,36,1692.00,2816448.20,1685.00,1652.10,1659.00
84,2021-08-18,48,2387.00,3991792.90,1682.00,1633.90,1670.20
85,2021-08-17,55,3464.00,5811952.00,1700.00,1664.00,1667.20
86,2021-08-16,109,10417.00,17785062.00,1740.00,1666.00,1694.00
87,2021-08-15,68,5678.00,9362939.00,1680.00,1600.00,1665.00
88,2021-08-12,73,7103.00,11574956.00,1665.00,1605.30,1610.00
89,2021-08-11,63,5130.00,8531272.10,1690.00,1640.00,1640.00
90,2021-08-10,62,4217.00,7010618.90,1687.00,1655.00,1655.00
91,2021-08-09,32,1253.00,2083474.90,1688.00,1653.10,1655.50
92,2021-08-08,74,4288.00,7138951.30,1699.90,1655.00,1668.90
93,2021-08-05,83,4483.00,7608580.80,1724.00,1676.00,1680.00
94,2021-08-04,99,5431.00,9429638.90,1783.00,1720.00,1725.00
95,2021-08-03,231,13693.00,24022278.80,1785.00,1720.00,1749.00
96,2021-08-02,89,6195.00,10462610.50,1729.90,1680.00,1700.00
97,2021-08-01,79,4672.00,7953778.10,1740.00,1690.00,1696.00
98,2021-07-29,50,3719.00,6369245.00,1730.00,1700.00,1714.00
99,2021-07-28,46,2785.00,4757810.30,1760.00,1700.00,1700.00
100,2021-07-27,134,9843.00,16721867.20,1725.00,1657.20,1693.00
101,2021-07-26,202,17656.00,30903767.60,1760.00,1720.00,1760.00
102,2021-07-25,59,2814.00,4760736.50,1709.00,1664.00,1700.00
103,2021-07-22,49,2675.00,4555767.00,1739.00,1691.00,1693.50
104,2021-07-20,67,4433.00,7566868.40,1733.00,1668.00,1710.00
105,2021-07-19,105,9807.00,16778642.00,1735.00,1701.00,1701.00
106,2021-07-18,124,7635.00,12929848.20,1720.00,1678.00,1700.00
107,2021-07-15,23,909.00,1502406.00,1667.00,1640.00,1655.00
108,2021-07-14,26,986.00,1617840.00,1650.00,1630.00,1635.00
109,2021-07-13,49,3251.00,5391999.00,1670.00,1635.00,1636.00
110,2021-07-12,126,6684.00,11100278.00,1711.00,1630.00,1635.00
111,2021-07-11,103,5727.00,9538604.00,1690.00,1626.00,1690.00
112,2021-07-08,90,5253.00,8481231.00,1635.00,1566.00,1625.00
