S.N.,Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close Price
1,2021-12-27,1,4000.00,3200000.00,782.00,782.00,782.00
2,2021-12-20,2,1190.00,915190.00,782.00,782.00,782.00
3,2021-12-15,7,60100.00,42526100.00,781.45,781.45,781.45
4,2021-12-07,1,297.00,200475.00,781.45,781.45,781.45
5,2021-02-24,19,126000.00,64513370.00,930.00,930.00,930.00
6,2021-01-19,1,378.00,351540.00,930.00,930.00,930.00
7,2019-12-15,22,88727.00,38561939.00,582.00,582.00,582.00
8,2019-12-12,1,188729.00,82852031.00,582.00,582.00,582.00
9,2018-12-24,4,450.00,328000.00,1300.00,1300.00,728.00
10,2016-08-29,1,2000.00,2600000.00,1300.00,1300.00,1300.00
11,2016-03-17,1,15000.00,17475000.00,1165.00,1165.00,1165.00
12,2015-12-02,5,5940.00,4783150.00,866.00,805.00,805.00
13,2015-12-01,6,60.00,55710.00,975.00,883.00,883.00
