S.N.,Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close Price
1,2021-12-27,5,250.00,254800.00,1020.00,1019.00,1019.00
2,2021-12-23,3,75.00,76425.00,1019.00,1019.00,1019.00
3,2021-12-20,1,25.00,25475.00,1019.00,1019.00,1019.00
4,2021-12-08,1,100.00,101900.00,1019.00,1019.00,1019.00
5,2021-12-07,5,200.00,203900.00,1019.50,1019.50,1019.50
6,2021-11-25,1,25.00,25487.50,1019.50,1019.50,1019.50
7,2021-11-17,1,175.00,178412.50,1019.50,1019.50,1019.50
8,2021-11-16,1,25.00,24990.00,999.60,999.60,999.60
9,2021-11-15,1,25.00,25025.00,1001.00,1001.00,1001.00
10,2021-11-14,2,50.00,50150.00,1005.00,1001.00,1005.00
11,2021-11-11,1,25.00,25150.00,1006.00,1006.00,1006.00
12,2021-11-09,3,200.00,201027.50,1006.00,1000.10,1006.00
13,2021-11-08,2,50.00,50652.50,1021.00,1005.10,1005.10
14,2021-10-27,1,50.00,51000.00,1020.00,1020.00,1020.00
15,2021-10-26,1,25.00,25000.00,1000.00,1000.00,1000.00
16,2021-10-10,1,25.00,25500.00,1020.00,1020.00,1020.00
17,2021-10-05,1,25.00,25625.00,1025.00,1025.00,1025.00
18,2021-10-04,1,25.00,25500.00,1020.00,1020.00,1020.00
19,2021-10-03,3,150.00,155250.00,1035.00,1035.00,1035.00
20,2021-09-29,1,890.00,921150.00,1035.00,1035.00,1035.00
21,2021-09-23,2,50.00,51750.00,1035.00,1035.00,1035.00
22,2021-09-20,3,75.00,77500.00,1035.00,1030.00,1035.00
23,2021-09-16,2,765.00,788495.00,1033.00,1026.00,1033.00
24,2021-09-14,2,100.00,102555.00,1026.00,1025.10,1025.10
25,2021-09-13,2,50.00,52250.00,1050.00,1040.00,1040.00
26,2021-09-12,1,130.00,136500.00,1050.00,1050.00,1050.00
27,2021-09-09,1,25.00,26225.00,1049.00,1049.00,1049.00
28,2021-09-08,1,60.00,62940.00,1049.00,1049.00,1049.00
29,2021-09-06,3,75.00,78750.00,1050.00,1050.00,1050.00
