S.N.,Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close Price
1,2021-12-29,199,9690.00,4981954.60,520.00,504.00,515.00
2,2021-12-28,227,7781.00,4022904.50,525.30,502.00,514.00
3,2021-12-27,643,43512.00,23840163.20,569.50,515.00,523.00
4,2021-12-26,607,43367.00,22823644.50,536.80,488.00,536.80
5,2021-12-23,246,23477.00,11361059.10,497.00,456.00,488.00
6,2021-12-22,164,6214.00,2915652.30,477.00,455.00,469.00
7,2021-12-21,207,7783.00,3540344.90,463.00,442.00,455.00
8,2021-12-20,117,3642.00,1627451.00,461.00,444.10,447.00
9,2021-12-16,101,3819.00,1716502.00,460.00,445.10,452.00
10,2021-12-15,211,9847.00,4580091.50,485.00,447.00,454.00
11,2021-12-14,90,5046.00,2265703.00,455.00,439.80,455.00
12,2021-12-13,281,11635.00,5040856.00,446.00,423.40,432.00
13,2021-12-12,202,6548.00,3003031.00,480.00,450.00,451.00
14,2021-12-09,193,8657.00,4130776.10,482.00,474.00,478.00
15,2021-12-08,134,3638.00,1759000.40,492.00,480.30,482.00
16,2021-12-07,184,8037.00,4023172.00,513.00,491.50,491.50
17,2021-12-06,288,14926.00,7247270.60,494.00,480.20,494.00
18,2021-12-05,270,9407.00,4540797.80,491.00,478.30,482.00
19,2021-12-02,178,6080.00,3029915.20,502.00,495.10,496.00
20,2021-12-01,188,5468.00,2759091.20,510.00,501.00,503.20
21,2021-11-30,186,5248.00,2655383.80,512.00,501.00,504.00
22,2021-11-29,197,4460.00,2253899.40,508.00,498.00,506.00
23,2021-11-28,232,7185.00,3647617.00,515.00,500.00,506.00
24,2021-11-25,190,4109.00,2128759.60,522.00,515.00,520.00
25,2021-11-24,274,9323.00,4772980.80,526.00,500.00,518.40
26,2021-11-23,282,11970.00,6207924.30,528.00,510.00,516.00
27,2021-11-22,366,13189.00,6974813.60,548.20,516.00,527.00
28,2021-11-21,338,10031.00,5274990.40,535.10,521.00,525.10
29,2021-11-18,263,13537.00,7288835.20,555.00,535.00,535.10
30,2021-11-17,342,15411.00,8678974.70,572.00,555.00,555.00
31,2021-11-16,376,21495.00,11816338.60,563.00,525.00,557.00
32,2021-11-15,288,12650.00,6583892.70,529.00,511.00,528.00
33,2021-11-14,283,9570.00,4908177.50,522.20,503.00,515.00
34,2021-11-11,256,9295.00,4850862.00,548.00,515.00,520.00
35,2021-11-09,233,13225.00,7212735.40,556.10,532.40,538.00
36,2021-11-08,190,6459.00,3628107.50,570.00,556.00,562.00
37,2021-11-03,210,14343.00,8158685.20,578.20,563.50,563.50
38,2021-11-02,173,7099.00,3946712.20,565.00,548.10,563.00
39,2021-11-01,210,8322.00,4671775.00,575.00,555.00,556.50
40,2021-10-31,297,11541.00,6366972.50,563.00,535.00,560.00
41,2021-10-28,221,9566.00,5154546.00,548.00,530.00,539.00
42,2021-10-27,357,18279.00,9955781.90,555.00,517.50,543.00
43,2021-10-26,329,16790.00,8781184.00,532.90,505.00,528.00
44,2021-10-25,208,12298.00,6025569.00,501.00,467.20,499.00
45,2021-10-24,223,7518.00,3597097.30,485.00,474.00,474.00
46,2021-10-21,134,4724.00,2276733.30,497.00,478.30,480.00
47,2021-10-20,164,6430.00,3139646.50,498.00,485.50,488.00
48,2021-10-19,309,18319.00,8602804.10,490.00,463.00,479.90
49,2021-10-18,160,9572.00,4698713.50,500.00,486.00,493.00
50,2021-10-17,82,2976.00,1493754.50,514.00,500.00,502.50
51,2021-10-11,219,9239.00,4658609.10,514.90,493.20,507.00
52,2021-10-10,203,10081.00,5144247.00,523.00,495.20,504.00
53,2021-10-06,398,24301.00,12104829.30,505.00,484.60,505.00
54,2021-10-05,852,50323.00,24633368.20,501.00,470.00,489.20
55,2021-10-04,246,8896.00,4542483.00,518.00,501.20,506.00
56,2021-10-03,286,9509.00,4880195.00,523.00,509.90,510.00
57,2021-09-30,267,12493.00,6558138.00,534.00,515.00,520.00
58,2021-09-29,279,13838.00,7222609.80,535.00,509.10,524.00
59,2021-09-28,497,18312.00,9698488.00,557.00,511.00,519.00
60,2021-09-27,485,15864.00,8741069.80,565.00,545.00,545.00
61,2021-09-26,321,9935.00,5692435.50,582.00,568.50,570.00
62,2021-09-23,332,10836.00,6427490.70,609.00,581.10,586.00
63,2021-09-22,390,12712.00,7419798.80,592.00,570.00,590.00
64,2021-09-21,537,17625.00,10023483.00,599.00,541.00,565.10
65,2021-09-20,599,30310.00,17458996.80,595.00,566.00,567.50
66,2021-09-16,527,26715.00,16078514.80,618.00,592.00,600.00
67,2021-09-15,312,10382.00,6454435.00,627.00,618.00,620.00
68,2021-09-14,286,10419.00,6575783.80,639.00,628.00,631.10
69,2021-09-13,437,17783.00,11306875.00,642.00,625.00,635.00
70,2021-09-12,436,12351.00,7723624.10,633.00,616.00,626.00
71,2021-09-09,358,16227.00,10070494.00,630.00,616.00,618.00
72,2021-09-08,391,17483.00,10825697.70,637.00,615.90,619.00
73,2021-09-07,364,11375.00,7245977.80,643.00,630.00,637.10
74,2021-09-06,519,21059.00,13326873.80,646.00,606.70,645.00
75,2021-09-05,634,31254.00,19378318.90,643.00,603.00,619.00
76,2021-09-02,491,19385.00,12626351.50,668.10,645.90,647.00
77,2021-09-01,505,18451.00,12189843.50,670.00,655.00,660.00
78,2021-08-31,580,33172.00,21838831.10,665.00,652.20,656.10
79,2021-08-29,654,25789.00,17215911.20,687.00,661.50,665.50
80,2021-08-26,572,26867.00,18174517.80,689.90,665.20,675.00
81,2021-08-25,470,21893.00,14874565.40,695.00,674.00,678.00
82,2021-08-24,709,33474.00,23552557.10,718.00,690.00,692.00
83,2021-08-19,1490,106811.00,75702778.20,728.00,683.00,704.00
84,2021-08-18,713,31293.00,21176677.80,694.60,667.40,683.00
85,2021-08-17,659,24765.00,16866512.50,691.00,676.00,681.00
86,2021-08-16,682,31985.00,21902355.00,699.00,678.50,683.00
87,2021-08-15,521,35362.00,24532981.50,706.00,686.00,690.00
88,2021-08-12,870,52550.00,37015371.80,710.00,692.50,706.00
89,2021-08-11,676,31538.00,22191468.70,720.00,697.00,700.00
90,2021-08-10,697,30803.00,21668321.60,715.00,698.50,707.50
91,2021-08-09,669,24909.00,17428372.50,708.00,686.00,707.00
92,2021-08-08,565,21307.00,14951345.50,710.00,697.00,700.00
93,2021-08-05,583,26829.00,18959917.60,723.10,700.00,704.00
94,2021-08-04,584,28540.00,20240124.40,715.00,705.00,709.00
95,2021-08-03,588,31158.00,22186097.50,718.00,705.20,712.00
96,2021-08-02,605,25679.00,18146383.00,711.00,702.00,708.80
