S.N.,Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close Price
1,2020-09-27,2,76129.00,23143276.00,310.00,304.00,304.00
2,2020-09-22,1,20000.00,6320000.00,316.00,316.00,316.00
3,2019-07-18,3,25000.00,6200000.00,248.00,248.00,248.00
4,2019-06-26,5,97200.00,24105600.00,248.00,248.00,248.00
5,2019-04-30,1,1000.00,248000.00,248.00,248.00,248.00
6,2018-12-16,2,105000.00,26250000.00,250.00,250.00,250.00
7,2018-12-12,2,195000.00,48750000.00,250.00,250.00,250.00
8,2018-04-12,1,100.00,47000.00,470.00,470.00,470.00
9,2017-03-29,3,195500.00,39100000.00,0.00,0.00,0.00
10,2017-01-02,1,70588.00,7058800.00,100.00,100.00,100.00
11,2017-01-01,3,55674.00,5567400.00,100.00,100.00,100.00
12,2016-11-21,11,286200.00,28620000.00,100.00,100.00,100.00
13,2015-01-08,12,646000.00,52726000.00,0.00,0.00,81.55
