S.N.,Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close Price
1,2021-10-24,4,6830.00,1352340.00,198.00,198.00,198.00
2,2021-08-11,1,17680.00,3659760.00,207.00,207.00,207.00
3,2021-08-01,1,12630.00,2614410.00,207.00,207.00,207.00
4,2021-07-27,1,12856.00,2661192.00,207.00,207.00,207.00
5,2021-06-28,1,10659.00,2206413.00,207.00,207.00,207.00
6,2021-05-02,1,5028.00,522912.00,104.00,104.00,104.00
7,2021-02-21,1,5088.00,529152.00,104.00,104.00,104.00
8,2021-02-14,2,6588.00,685152.00,104.00,104.00,104.00
9,2020-12-29,1,11914.00,1215228.00,102.00,102.00,102.00
10,2020-12-15,2,15346.00,1565292.00,102.00,102.00,102.00
11,2020-12-13,1,4372.00,445944.00,102.00,102.00,102.00
12,2020-11-22,1,26406.00,2693412.00,102.00,102.00,102.00
