S.N.,Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close Price
1,2021-12-28,1,25.00,24255.00,970.20,970.20,970.20
2,2021-12-27,1,100.00,99000.00,990.00,990.00,990.00
3,2021-12-20,1,20.00,19454.00,972.70,972.70,972.70
4,2021-12-12,1,25.00,24302.50,972.10,972.10,972.10
5,2021-12-08,1,25.00,24277.50,971.10,971.10,971.10
6,2021-11-29,1,35.00,34160.00,976.00,976.00,976.00
7,2021-11-28,1,25.00,24400.00,976.00,976.00,976.00
8,2021-11-25,1,50.00,49000.00,980.00,980.00,980.00
9,2021-11-22,2,50.00,48780.00,976.20,975.00,975.00
10,2021-11-16,1,25.00,24375.00,975.00,975.00,975.00
11,2021-11-14,1,25.00,24305.00,972.20,972.20,972.20
12,2021-11-02,1,25.00,24452.50,978.10,978.10,978.10
13,2021-11-01,1,30.00,29640.00,988.00,988.00,988.00
14,2021-10-27,1,25.00,24352.50,974.10,974.10,974.10
15,2021-10-25,1,30.00,29400.00,980.00,980.00,980.00
16,2021-10-24,1,25.00,24450.00,978.00,978.00,978.00
17,2021-10-03,1,25.00,24575.00,983.00,983.00,983.00
18,2021-09-27,1,100.00,100280.00,1002.80,1002.80,1002.80
19,2021-09-26,2,50.00,50175.00,1005.00,1002.00,1005.00
20,2021-09-23,1,50.00,50000.00,1000.00,1000.00,1000.00
21,2021-09-22,2,35.00,34496.00,999.60,980.00,999.60
22,2021-09-16,1,50.00,50000.00,1000.00,1000.00,1000.00
23,2021-09-15,1,25.00,25350.00,1014.00,1014.00,1014.00
24,2021-09-13,1,25.00,25000.00,1000.00,1000.00,1000.00
25,2021-09-12,2,100.00,100000.00,1000.00,1000.00,1000.00
26,2021-09-09,2,50.00,50750.00,1015.00,1015.00,1015.00
27,2021-09-08,3,180.00,183200.00,1020.00,1015.00,1015.00
28,2021-09-06,1,50.00,50350.00,1007.00,1007.00,1007.00
29,2021-09-05,5,500.00,497610.00,996.00,995.10,995.10
30,2021-09-02,3,75.00,75275.00,1006.00,1000.00,1005.00
31,2021-09-01,1,25.00,25177.50,1007.10,1007.10,1007.10
32,2021-08-31,1,100.00,100700.00,1007.00,1007.00,1007.00
33,2021-08-29,1,25.00,25162.50,1006.50,1006.50,1006.50
34,2021-08-26,1,25.00,25650.00,1026.00,1026.00,1026.00
35,2021-08-25,6,325.00,327032.50,1006.30,1006.00,1006.30
36,2021-08-24,4,330.00,331997.50,1006.50,1006.00,1006.50
37,2021-08-19,1,25.00,25000.00,1000.00,1000.00,1000.00
38,2021-08-18,3,300.00,302199.00,1008.00,1006.30,1006.30
39,2021-08-17,12,786.00,792847.60,1020.00,1003.00,1020.00
40,2021-08-16,3,80.00,79937.50,1001.20,995.10,1001.20
41,2021-08-15,8,260.00,259249.00,1000.00,984.90,1000.00
42,2021-08-12,2,225.00,225950.00,1005.00,998.00,1005.00
43,2021-08-11,1,10.00,10000.00,1000.00,1000.00,1000.00
