S.N.,Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close Price
1,2021-10-28,1,7500.00,2002500.00,267.00,267.00,267.00
2,2021-08-19,10,25000.00,6350000.00,254.00,254.00,254.00
3,2021-08-05,3,132301.00,34265959.00,259.00,259.00,259.00
4,2021-08-04,2,150000.00,39600000.00,264.00,264.00,264.00
5,2021-08-03,4,4100.00,1102900.00,269.00,269.00,269.00
6,2021-02-25,4,35079.00,3513525.00,101.00,100.00,100.00
7,2021-01-26,5,500.00,50500.00,101.00,101.00,101.00
8,2021-01-20,1,10802.00,1080200.00,100.00,100.00,100.00
9,2020-10-21,2,200.00,20000.00,100.00,100.00,100.00
10,2020-07-20,4,16875.00,1687500.00,100.00,100.00,100.00
11,2020-07-19,7,36896.00,3689600.00,100.00,100.00,100.00
12,2019-12-16,1,136048.00,13604800.00,100.00,100.00,100.00
13,2019-11-11,2,7329.00,732900.00,100.00,100.00,100.00
14,2018-06-12,4,150631.00,15514993.00,103.00,103.00,103.00
15,2017-11-23,1,11952.00,1219104.00,102.00,102.00,102.00
16,2017-09-20,4,33316.00,3364916.00,101.00,101.00,101.00
17,2017-08-30,1,54111.00,5465211.00,101.00,101.00,101.00
18,2016-06-06,11,51748.00,3881100.00,75.00,75.00,75.00
19,2016-05-10,1,78007.00,5850525.00,0.00,0.00,0.00
20,2016-04-19,7,82163.00,6162225.00,75.00,75.00,75.00
21,2016-04-18,7,113048.00,8478600.00,75.00,75.00,75.00
22,2012-02-07,2,15424.00,1604096.00,104.00,104.00,104.00
23,2011-12-27,2,19200.00,2035200.00,106.00,106.00,106.00
24,2011-12-20,2,8648.00,916688.00,106.00,106.00,106.00
25,2011-07-31,10,44835.00,4752510.00,106.00,106.00,106.00
26,2011-03-01,1,500.00,54000.00,108.00,108.00,108.00
27,2011-02-28,10,5000.00,543500.00,115.00,108.00,108.00
28,2010-11-25,1,1500.00,172500.00,115.00,115.00,115.00
29,2010-07-14,2,6292.00,723580.00,115.00,115.00,115.00
