S.N.,Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close Price
1,2018-10-28,1,5764.00,674388.00,117.00,117.00,117.00
2,2018-09-26,1,10000.00,1300000.00,130.00,130.00,130.00
3,2018-09-04,2,15000.00,1950000.00,130.00,130.00,130.00
4,2017-12-13,1,4612.00,751756.00,163.00,163.00,163.00
5,2016-03-17,3,59195.00,12452560.00,216.00,208.00,208.00
6,2015-12-23,2,9786.00,2152920.00,220.00,220.00,220.00
7,2013-10-29,1,5670.00,720090.00,127.00,127.00,127.00
8,2012-08-23,4,39000.00,4875000.00,125.00,125.00,125.00
9,2011-12-06,1,7500.00,1125000.00,150.00,150.00,150.00
10,2011-11-28,1,14062.00,2109300.00,150.00,150.00,150.00
