S.N.,Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close Price
1,2021-12-29,101,18448.00,6433779.00,355.90,343.00,350.00
2,2021-12-28,156,21220.00,7307468.20,358.00,330.00,350.00
3,2021-12-27,228,33778.00,11843635.50,365.00,339.00,343.10
4,2021-12-26,214,26709.00,9704049.30,372.00,355.00,364.50
5,2021-12-23,203,27807.00,10282723.80,377.00,363.10,366.00
6,2021-12-22,205,29195.00,10619721.00,370.00,346.00,368.00
7,2021-12-21,106,17878.00,6166787.50,360.00,336.00,346.00
8,2021-12-20,165,15934.00,5344786.10,352.00,329.00,335.00
9,2021-12-16,140,20106.00,6993505.60,357.00,342.10,346.00
10,2021-12-15,451,49076.00,17806590.40,376.30,337.00,357.00
11,2021-12-14,155,13789.00,4618364.30,342.10,317.00,342.10
12,2021-12-13,293,36759.00,11711613.00,335.00,306.00,311.00
13,2021-12-12,326,43553.00,15102591.70,362.00,334.20,335.00
14,2021-12-09,185,23307.00,8540365.50,374.90,359.00,365.00
15,2021-12-08,148,17404.00,6471761.70,387.00,363.00,366.00
16,2021-12-07,281,40689.00,15749180.60,410.00,370.60,380.00
17,2021-12-06,320,32141.00,12014251.60,396.00,342.00,389.00
18,2021-12-05,214,29445.00,11060105.50,388.10,368.00,370.00
19,2021-12-02,203,25460.00,9910093.70,400.00,384.00,388.00
20,2021-12-01,147,14864.00,5980876.10,408.00,400.00,402.00
21,2021-11-30,157,27382.00,10852763.40,404.90,392.50,399.90
22,2021-11-29,261,27223.00,10885572.60,410.00,388.50,398.00
23,2021-11-28,318,36270.00,14584488.50,413.00,396.00,396.00
24,2021-11-25,152,18834.00,7886818.50,425.00,415.00,415.00
25,2021-11-24,245,26520.00,10930792.20,424.00,395.00,418.90
26,2021-11-23,253,25603.00,10557451.80,423.00,406.70,408.00
27,2021-11-22,130,16328.00,6956416.60,432.00,422.00,424.00
28,2021-11-21,169,21586.00,9199875.10,443.90,421.00,422.00
29,2021-11-18,235,24590.00,10457474.40,435.00,415.00,421.00
30,2021-11-17,302,39856.00,17633731.90,461.00,427.00,430.00
31,2021-11-16,252,38635.00,16761807.20,440.00,417.10,435.00
32,2021-11-15,210,24677.00,10500341.90,433.00,416.00,425.40
33,2021-11-14,362,42631.00,17540929.00,430.00,392.00,411.00
34,2021-11-11,392,51106.00,20796540.80,428.00,400.00,400.00
35,2021-11-09,364,37623.00,16007848.20,446.00,413.00,419.40
36,2021-11-08,156,17717.00,7938296.70,458.00,434.00,442.00
37,2021-11-03,251,28389.00,12946680.60,470.00,446.00,447.00
