S.N.,Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close Price
1,2021-09-21,1,5500.00,3498000.00,636.00,636.00,636.00
2,2021-07-25,8,2680.00,1539960.00,636.00,636.00,636.00
3,2021-06-20,90,78426.00,36851329.00,636.00,636.00,636.00
4,2021-04-19,1,10000.00,6360000.00,636.00,636.00,636.00
5,2020-10-14,1,814.00,340252.00,418.00,418.00,418.00
6,2020-10-01,1,10000.00,4180000.00,418.00,418.00,418.00
7,2020-07-06,1,8500.00,2745500.00,323.00,323.00,323.00
8,2019-03-14,3,196262.00,210000340.00,400.00,400.00,1070.00
9,2018-10-25,1,1200.00,480000.00,400.00,400.00,400.00
10,2018-06-26,1,1560.00,1092000.00,700.00,700.00,700.00
11,2018-06-24,1,30000.00,20700000.00,690.00,690.00,690.00
12,2018-06-17,1,306.00,212670.00,695.00,695.00,695.00
13,2018-03-05,1,218.00,155870.00,715.00,715.00,715.00
14,2017-10-18,2,37500.00,44062500.00,1175.00,1175.00,1175.00
15,2017-10-16,1,14042.00,16457224.00,1172.00,1172.00,1172.00
16,2017-08-17,3,28000.00,33460360.00,1225.00,1195.00,1195.00
17,2017-07-11,7,78000.00,97502370.00,1348.00,1250.00,1250.00
18,2017-04-25,3,25000.00,34375000.00,1375.00,1375.00,1375.00
19,2016-11-23,3,8700.00,14668200.00,1686.00,1686.00,1686.00
20,2016-11-22,2,1000.00,1686340.00,1720.00,1686.00,1686.00
21,2016-11-16,1,3120.00,5475600.00,1755.00,1755.00,1755.00
22,2016-07-10,1,2015.00,3536325.00,1755.00,1755.00,1755.00
23,2015-09-22,1,13000.00,13325000.00,1025.00,1025.00,1025.00
24,2015-09-10,2,1620.00,1628100.00,1005.00,1005.00,1005.00
25,2015-08-06,1,50000.00,51250000.00,1025.00,1025.00,1025.00
26,2015-07-15,2,39000.00,39140000.00,1020.00,1000.00,1020.00
27,2015-06-17,2,23000.00,23060000.00,1020.00,1000.00,1000.00
28,2015-06-09,2,5400.00,5657400.00,1057.00,1036.00,1036.00
29,2015-04-21,1,20850.00,22476300.00,1078.00,1078.00,1078.00
30,2015-04-15,1,3000.00,3234000.00,1078.00,1078.00,1078.00
31,2015-04-08,4,40000.00,44000000.00,1100.00,1100.00,1100.00
32,2015-03-11,7,95000.00,104450000.00,1100.00,1090.00,1100.00
33,2015-03-10,5,5000.00,5191000.00,1078.00,999.00,1078.00
34,2015-01-22,1,1000.00,980000.00,980.00,980.00,980.00
35,2014-12-14,1,2660.00,2606800.00,980.00,980.00,980.00
36,2014-12-11,1,3822.00,3822000.00,1000.00,1000.00,1000.00
37,2014-12-08,1,16247.00,16247000.00,1000.00,1000.00,1000.00
38,2014-10-27,6,35583.00,35567500.00,1000.00,975.00,1000.00
39,2014-10-26,3,1500.00,1407000.00,956.00,920.00,956.00
40,2014-10-22,3,1500.00,1327500.00,902.00,868.00,902.00
41,2014-10-21,2,1000.00,843000.00,851.00,835.00,851.00
42,2014-10-20,3,1500.00,1205000.00,819.00,788.00,819.00
43,2014-10-19,2,1000.00,765500.00,773.00,758.00,773.00
44,2014-10-16,3,1500.00,1095000.00,744.00,716.00,744.00
45,2014-10-15,5,17317.00,12263872.00,730.00,702.00,702.00
46,2014-10-14,3,1500.00,1014000.00,689.00,663.00,689.00
47,2014-08-28,1,28759.00,18693350.00,650.00,650.00,650.00
48,2014-08-19,2,28759.00,18693350.00,650.00,650.00,650.00
49,2014-05-28,1,52000.00,33800000.00,650.00,650.00,650.00
50,2014-05-25,1,8580.00,5628480.00,656.00,656.00,656.00
51,2014-05-22,2,2200.00,1416800.00,644.00,644.00,644.00
52,2014-05-07,1,5000.00,3160000.00,632.00,632.00,632.00
53,2014-04-29,1,5000.00,3100000.00,620.00,620.00,620.00
54,2014-04-20,1,3500.00,2128000.00,608.00,608.00,608.00
55,2014-03-06,1,8580.00,5319600.00,620.00,620.00,620.00
56,2014-01-16,1,17160.00,10639200.00,620.00,620.00,620.00
57,2014-01-14,1,11500.00,6992000.00,608.00,608.00,608.00
58,2014-01-01,1,8580.00,5319600.00,620.00,620.00,620.00
59,2013-11-14,1,31500.00,19530000.00,620.00,620.00,620.00
