S.N.,Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close Price
1,2021-12-29,579,16170.00,8739423.00,548.00,530.00,545.00
2,2021-12-28,595,21213.00,11283709.00,540.00,515.00,537.00
3,2021-12-27,863,50149.00,27239805.40,564.00,530.00,533.20
4,2021-12-26,737,27500.00,15203716.80,572.00,542.10,557.00
5,2021-12-23,830,41614.00,23228297.50,571.50,540.20,551.00
6,2021-12-22,708,25566.00,14142929.30,560.00,522.60,558.90
7,2021-12-21,657,23307.00,12306574.50,540.00,514.10,533.20
8,2021-12-20,646,18596.00,9764185.60,545.20,514.00,524.50
9,2021-12-16,674,36059.00,19324673.70,570.00,523.00,540.00
10,2021-12-15,842,30603.00,17373730.20,600.00,545.00,548.00
11,2021-12-14,373,14615.00,7901219.00,564.00,505.00,563.00
12,2021-12-13,974,38196.00,19595979.60,542.00,500.00,513.00
13,2021-12-12,916,39265.00,21998112.20,584.60,545.00,545.00
14,2021-12-09,926,44125.00,25700423.00,619.00,572.00,581.00
15,2021-12-08,831,31289.00,18929146.00,634.00,594.00,595.00
16,2021-12-07,1232,59575.00,38352655.50,673.90,616.20,635.00
17,2021-12-06,1599,55590.00,33512905.50,649.00,575.00,649.00
18,2021-12-05,1517,41265.00,24760495.90,618.00,592.00,600.00
19,2021-12-02,1139,38173.00,24152942.00,653.00,616.60,620.00
20,2021-12-01,1063,24083.00,15753269.80,666.60,636.10,649.00
21,2021-11-30,1595,42982.00,27933731.30,678.30,640.00,649.00
22,2021-11-29,1796,59294.00,39655691.40,683.00,655.00,658.00
23,2021-11-28,1813,61690.00,42432079.60,704.00,679.00,682.00
24,2021-11-25,1968,36247.00,25842139.00,730.00,705.00,706.00
25,2021-11-24,2399,40398.00,28644275.00,725.10,697.00,716.00
26,2021-11-23,2426,61860.00,44138550.00,725.00,705.00,710.00
27,2021-11-22,3457,61413.00,44398345.00,733.00,701.00,723.00
28,2021-11-21,3238,57348.00,41165888.60,748.60,712.00,712.00
29,2021-11-18,3125,79612.00,58472768.30,752.00,725.00,726.00
30,2021-11-17,4184,111965.00,85758375.10,780.00,747.00,752.00
31,2021-11-16,5532,106613.00,78470416.50,765.00,700.50,762.00
32,2021-11-15,6144,84049.00,59725214.00,733.00,691.10,714.00
33,2021-11-14,11499,186015.00,134423732.30,772.50,696.50,705.00
34,2021-11-11,10255,124511.00,93553669.90,789.40,681.00,772.50
35,2021-11-09,25469,369134.00,257954417.80,717.70,665.00,717.70
36,2021-11-08,2559,28872.00,18817807.90,652.50,605.00,652.50
37,2021-11-03,814,7962.00,4719682.10,593.20,550.00,593.20
38,2021-11-02,296,2891.00,1557835.20,539.30,500.00,539.30
39,2021-11-01,120,957.00,466425.90,490.30,445.80,490.30
40,2021-10-31,84,667.00,293759.10,445.80,405.30,445.80
